Date,Open,High,Low,Close,Volume
2018-01-02,192.96820813587655,194.21670654759845,192.07766251582902,193.09043884277344,3485000
2018-01-03,193.49208242551634,195.40413071646856,192.53170193691196,195.1160125732422,2417600
2018-01-04,195.86685124933462,197.40348125998077,195.71842918187895,195.962890625,2749100
2018-01-05,196.60900779923756,199.9790991970701,196.19865888203412,199.69970703125,2432800
2018-01-08,199.17585659675777,199.6822448799972,196.1026095394415,196.2335662841797,2850800
2018-01-09,196.23355138809123,197.86622084074733,194.95886142889773,197.21141052246094,2672200
2018-01-10,196.29465853622432,196.45180660607156,194.7231112270068,195.74461364746094,2311600
2018-01-11,195.7271363055456,197.246300831639,195.30806148950708,196.7835693359375,2543600
2018-01-12,198.5821867035222,200.72123158339355,197.7702281119513,199.62115478515625,3943800
2018-01-16,203.7508183140754,205.17394397580503,201.89989167831877,203.34046936035156,6852600
2018-01-17,204.88578616970992,208.63130873441503,204.16986713323584,208.16856384277344,5124800
2018-01-18,208.8932114826111,212.94430400135363,208.27333185968382,212.29823303222656,6234200
2018-01-19,213.1887256831116,213.33716104675682,210.47345893776,212.46408081054688,4293600
2018-01-22,212.67369806583747,212.85705085178208,210.7267320771813,212.6475067138672,4012200
2018-01-23,212.14980372731713,215.63338587456877,211.64341551447683,214.08804321289062,3300000
2018-01-24,214.7864904905346,215.92149760141962,212.77841635837123,213.7737274169922,2733300
2018-01-25,213.68641046654133,214.94364827151438,212.9442868582271,214.06182861328125,2420500
2018-01-26,213.9046754029943,217.17000055001745,213.43321789854517,216.93426513671875,2615300
2018-01-29,217.64144487607865,218.95979126500688,216.00004973377662,216.0087890625,2564700
2018-01-30,203.32298293353796,211.93155685053011,202.6419812366728,206.61448669433594,11565500
2018-01-31,212.01886245045668,215.65088047685683,205.83745099845382,206.72799682617188,5187400
2018-02-01,205.40086888873287,207.63596567243803,204.15237044034302,205.36595153808594,4268300
2018-02-02,203.42770526979655,206.30887285864813,201.84743209430874,202.44985961914062,3959900
2018-02-05,201.49818813625674,203.52374074205517,182.01976959058118,192.09512329101562,6290000
2018-02-06,185.26765530178582,197.76143349774685,183.53023385928677,196.60023498535156,7064800
2018-02-07,194.11197163380822,200.1886039046355,193.39603929383003,197.15902709960938,5589200
2018-02-08,196.73120293324854,197.8662100876929,188.8123575198234,188.9869842529297,4902400
2018-02-09,190.3315540851063,194.94141818249636,185.10179695440794,192.91587829589844,6225300
2018-02-12,194.2079605598118,199.06228430878073,193.95475984305207,197.04547119140625,4912000
2018-02-13,194.82788360918462,198.29401382164733,194.16434730906653,197.87493896484375,3536800
2018-02-14,196.39943239420884,200.2322547993421,195.50016065219953,199.7433319091797,2878400
2018-02-15,200.17117564595682,200.808520698842,193.5968803601538,197.3336639404297,4662700
2018-02-16,197.3074205157262,201.28866452641037,197.05421976996232,200.2584228515625,3621700
2018-02-20,198.98374545532835,199.71712975086825,196.97565798903193,197.89239501953125,3172300
2018-02-21,197.4471272652901,200.24099520490805,196.53912951041903,196.5565948486328,3371900
2018-02-22,197.57810982602922,200.66880877803493,196.51295060410538,198.26783752441406,2767900
2018-02-23,198.97501099000922,201.08787720885667,197.23758957992078,200.94818115234375,2393900
2018-02-26,202.24037243453188,204.74610928013138,200.5465940831776,204.3532257080078,3307000
2018-02-27,204.6500183907743,205.95091284264464,202.9387884514739,203.00863647460938,2899500
2018-02-28,204.6675110770802,204.95562921521005,197.39474955781432,197.45587158203125,4368600
2018-03-01,197.0542411111296,200.1885965099779,194.46993062037845,195.962890625,3514600
2018-03-02,194.88029792671534,197.15903849046722,194.33897897526325,196.60899353027344,2613600
2018-03-05,195.0199477937956,200.31081242799797,194.51355960699706,199.3940887451172,2627300
2018-03-06,199.86558828328964,200.0663930699178,195.47399439402855,197.4733428955078,2652800
2018-03-07,195.87562472913467,198.90521527259324,195.35177107560193,198.42501831054688,3242200
2018-03-08,199.66009966174028,199.71266915888702,196.14746012940475,196.85699462890625,3500900
2018-03-09,198.0657904827881,198.42494177736737,194.90353484348623,197.47012329101562,4834600
2018-03-12,198.15343374609805,198.84544505257216,195.1400909423828,195.1400909423828,3117300
2018-03-13,195.80581263415954,199.7739605205994,195.4817076147563,198.79287719726562,3343800
2018-03-14,198.95931043358004,200.93900021034798,197.11101096884585,197.42636108398438,3048200
2018-03-15,197.82054846345497,202.13907942540155,197.67163498541453,201.01783752441406,3330200
2018-03-16,201.17553613279424,202.5858502092415,199.5024280399032,199.59878540039062,5690300
2018-03-19,199.11703469274474,199.69517896047188,195.9372545865068,197.13734436035156,3407300
2018-03-20,197.23365631327889,199.3710279383659,196.11241437327556,198.65272521972656,3429100
2018-03-21,198.36368063272116,199.23089695472234,195.1839141845703,195.1839141845703,3419800
2018-03-22,194.1590357640227,194.16780403154127,188.42143436917283,188.51779174804688,5894800
2018-03-23,188.99074183486093,190.72516065932194,186.1438361061782,186.18763732910156,5741200
2018-03-26,188.50022980986802,192.1968290518196,188.07099914384452,191.8990020751953,3561300
2018-03-27,192.99394316015787,194.42176684567318,189.56889323534247,190.92665100097656,3722100
2018-03-28,191.74128634902038,192.63478048684533,190.12073469736552,191.399658203125,3179500
2018-03-29,192.17056937861284,195.64817617064404,187.4578399658203,187.4578399658203,5529400
2018-04-02,191.3646574626479,195.33280558159296,188.00968645671426,190.26092529296875,6220700
2018-04-03,193.0114937032086,197.18112522801022,192.44211776173844,196.72561645507812,4652000
2018-04-04,193.3180196010746,201.0177979126594,193.08150371608414,200.4133758544922,4674000
2018-04-05,201.0003654295578,202.85742017023395,198.67027873695756,200.6587371826172,3348100
2018-04-06,198.5388616107721,199.88786470635256,194.30793259477178,196.18251037597656,3231700
2018-04-09,197.60151815072484,198.08330482123066,194.78089077022392,195.10499572753906,3031500
2018-04-10,197.44391477707322,199.86160398605438,195.7708198447656,198.66151428222656,2737500
2018-04-11,196.454035992853,197.4351193159552,194.19402902391442,194.3779754638672,3482100
2018-04-12,196.25259046937924,197.75050716895646,195.70073767796478,196.42779541015625,2664500
2018-04-13,197.1811324259292,198.08338173820016,195.4116667700025,196.46282958984375,2496600
2018-04-16,198.94180415565788,203.09391212969487,198.27607090775157,201.75367736816406,4510600
2018-04-17,209.62866971415565,211.69596232006302,206.79928642697962,208.9629364013672,6180300
