Date,Open,High,Low,Close,Volume
2018-01-02,176.2965309154021,180.16617360425352,176.16755342375987,180.00741577148438,18151900
2018-01-03,180.46381686166586,183.34123028472084,179.9180963462649,183.23208618164062,16886600
2018-01-04,183.46029878370092,184.7601113895471,182.6665399715534,182.89474487304688,13880900
2018-01-05,184.1449274556417,185.4447249132327,183.49006281380875,185.39512634277344,13574500
2018-01-08,185.7424027420113,187.42916301427718,184.87918166255315,186.81399536132812,17994700
2018-01-09,187.23071996426356,187.32994738909062,185.64318714688596,186.4071807861328,12393100
2018-01-10,185.4843942762953,186.4269940741329,184.18459701254298,186.37738037109375,10529900
2018-01-11,186.93305246691168,186.93305246691168,185.92100540754097,186.30796813964844,9588600
2018-01-12,176.67356069082177,180.06692956843747,176.01869604602433,177.97335815429688,77551300
2018-01-16,180.08677686798706,180.33483027965096,176.65371098896813,177.00099182128906,36183800
2018-01-17,177.86421095668882,177.92375649243675,174.43116025417478,176.21714782714844,27992400
2018-01-18,176.7430142522012,179.5708139416445,175.70118693925764,178.40000915527344,23304900
2018-01-19,179.44184142939912,180.94999524947485,178.76712828675176,179.87840270996094,26826500
2018-01-22,179.3922422086359,183.94649951441653,179.00527946644502,183.92665100097656,21059500
2018-01-23,184.60136312718652,188.07411110002806,184.10525627392343,187.87567138671875,25678800
2018-01-24,188.41141675143476,189.17542536876763,185.06766217501905,185.09742736816406,24334500
2018-01-25,186.4865289457528,187.1513101905273,185.14704977134807,186.0201873779297,17377700
2018-01-26,186.28808842709188,188.52056884765625,185.35540529565984,188.52056884765625,17759200
2018-01-29,187.28032692600374,187.36962252114174,184.1846251747221,184.53189086914062,20453200
2018-01-30,186.15914705779252,186.71478435965443,180.42415254360483,185.6630401611328,20858600
2018-01-31,186.90325570427726,188.3518941034136,183.77778917583538,185.43478393554688,43275100
2018-02-01,186.75444202386447,193.7991645274697,186.4270097242907,191.58651733398438,54211300
2018-02-02,190.54472214847488,192.69783931209625,188.50076424308202,188.79843139648438,26677500
2018-02-05,185.47451361515218,189.12586817839858,179.20373043259303,179.84866333007812,33128200
2018-02-06,177.17958611274838,184.32352085530795,176.35604702517875,183.86709594726562,37758500
2018-02-07,182.71612776405163,183.63889428170924,178.5488336861869,178.77703857421875,27601900
2018-02-08,179.60058593395013,180.42412507381815,170.14479113447067,170.2440185546875,38478300
2018-02-09,173.3992597294425,175.5225964292041,165.87827811141383,174.73875427246094,39887600
2018-02-12,175.68135557952797,176.1675457436953,170.50199884607702,175.0364227294922,32092100
2018-02-13,174.2525727459091,174.59985361204096,171.75220501368852,171.8018035888672,21809400
2018-02-14,172.09944847328913,178.40992766953786,171.86132689530353,178.1221923828125,28929700
2018-02-15,179.0945502655238,179.0945502655238,175.46304494787478,178.5587615966797,20922100
2018-02-16,177.59630151271037,178.47937093055094,174.92724474980548,175.97898864746094,20645300
2018-02-20,174.40138953286248,176.5644079238638,173.74652492018245,174.63951110839844,21204900
2018-02-21,175.3340811424222,179.8585729740723,175.026482192657,176.5247344970703,23200800
2018-02-22,177.30857829510717,178.80683061366898,176.02862933326867,177.59632873535156,18464200
2018-02-23,178.49921999895196,181.9620509019941,178.1122573018194,181.86282348632812,19007300
2018-02-26,183.1427703683599,184.21436276937902,181.7933593974443,183.4900360107422,17599700
2018-02-27,183.0137976321534,183.26185103505412,180.04708862304688,180.04708862304688,15849800
2018-02-28,180.88055524348087,181.4560409894335,176.7529427387042,176.93154907226562,18783000
2018-03-01,177.6161408034602,178.71749844130207,173.05196759166571,174.57005310058594,23201600
2018-03-02,171.94064812207887,175.73091046038218,171.64299622323787,175.24472045898438,20025900
2018-03-05,174.82806644584795,179.73952166924522,174.5204825939152,178.995361328125,16189300
2018-03-06,180.36458464482595,180.95991885305395,177.71537618416932,178.38015747070312,15086800
2018-03-07,177.34825376456183,182.3887003695206,176.68347250890474,182.27955627441406,19097300
2018-03-08,182.1307288731177,182.96418467670003,180.0371575384189,180.92022705078125,17225900
2018-03-09,182.4780056556335,184.0655383216074,181.7834591680213,183.7877197265625,18526300
2018-03-12,183.78773751942006,184.65097372471777,182.78560714313122,183.32139587402344,15301200
2018-03-13,184.16478961517728,184.54183567447245,179.6998278645006,180.46383666992188,18067500
2018-03-14,181.17821283722608,182.81535925214953,180.4340526231739,182.75582885742188,16821700
2018-03-15,181.8132533391553,182.56733034016742,180.77142587171807,182.4284210205078,15614300
2018-03-16,183.05346945114061,183.88692513653723,181.98187708135518,183.64878845214844,24403400
2018-03-19,175.6317325987463,175.79049041621707,168.73585076463533,171.2163848876953,88140100
2018-03-20,166.1660155091787,168.87475444209613,160.68899210879263,166.84071350097656,129851800
2018-03-21,163.5168034151269,172.04983124454625,162.02848302325373,168.07106018066406,106598800
2018-03-22,164.8364753801728,168.9442397057508,162.4452366054816,163.6061248779297,73743000
2018-03-23,164.15183695313513,165.30280847874943,157.7818268158264,158.14894104003906,53609700
2018-03-26,159.5677974654145,159.84561606055564,147.85967402740113,158.81370544433594,126116600
2018-03-27,155.092925291321,161.58201154622896,149.57621938994916,151.03477478027344,79117000
2018-03-28,150.46918038322005,154.66625464462274,149.625807940841,151.83843994140625,60029200
2018-03-29,153.94193631660485,160.16311992206482,152.93980601581222,158.54580688476562,59434300
2018-04-02,156.58123953443229,157.96041595386316,152.91005192026185,154.18008422851562,36796000
2018-04-03,155.331046633961,156.16450244865112,149.6357349536215,154.89447021484375,42543900
2018-04-04,150.84623099352257,154.34874375774146,149.33806209635878,153.892333984375,49885600
2018-04-05,160.30201950222593,160.31195132736013,155.430247314225,158.09930419921875,41449600
2018-04-06,156.50185468902743,160.1631254779056,155.58901994832812,155.97598266601562,41644800
2018-04-09,156.5911579034152,159.28004828590807,154.8250037634297,156.70028686523438,34915200
2018-04-10,156.7002891706726,164.6876118106786,155.7874544603831,163.7549285888672,57889300
2018-04-11,164.0724317181145,167.3368076058725,161.97886054135304,165.02496337890625,56144600
2018-04-12,165.67984040738878,166.14618206045978,161.83006152286035,162.59405517578125,38263000
2018-04-13,163.29852881132163,164.40980328499873,162.49483815518164,163.23899841308594,19990600
2018-04-16,164.42963932434435,164.48916971806412,162.1177798150317,163.54656982421875,18119400
2018-04-17,164.53881957189031,167.6841355641961,164.37014503930396,167.34678649902344,22743000
2018-04-18,165.58060678916027,166.8109419366492,164.4792491116637,165.0646514892578,20969600
2018-04-19,164.90590739701548,167.0193273393134,163.91369373621518,166.79112243652344,22235000
2018-04-20,166.48352774308782,167.1185438966459,164.5189488836393,164.98529052734375,19119400
2018-04-23,165.96756403912903,167.13836875594143,163.80453063657546,164.54869079589844,23088100
2018-04-24,164.14189068573054,164.80668712943643,156.95827381919534,158.44659423828125,35079900
2018-04-25,158.89308733601138,159.80592204292,154.97384659374748,158.44659423828125,41083600
2018-04-26,171.87127170512025,174.8975267537056,169.47011618099143,172.803955078125,77556900
2018-04-27,175.43328659080046,175.7210370171201,171.25607575610894,172.2383575439453,29804700
2018-04-30,172.43679173396586,174.3517718197897,170.37300080682832,170.66073608398438,20750500
2018-05-01,170.66075330814073,172.66502918502357,168.90453085176392,172.5062713623047,26025900
2018-05-02,172.89324513706825,176.69342559877245,172.8436314218019,174.69908142089844,30424500
2018-05-03,173.76639691815015,174.7486788299597,170.77982387482106,172.6650390625,24026100
2018-05-04,171.73235010908928,175.6019775078001,171.71250159576832,175.23486328125,17677800
2018-05-07,175.9691066396789,178.10236004946054,175.79050029998754,176.5842742919922,18697200
